full_site_address,Latitude,Longitude,display_name,actual_latitude,actual_longitude,rating,rating_count,business_status,monday_operational_hours,tuesday_operational_hours,wednesday_operational_hours,thursday_operational_hours,friday_operational_hours,saturday_operational_hours,sunday_operational_hours
"Superior Flagship , 22515 Loop 494 , Houston , TX , 77339",30.0396917,-95.2529266,SUPERIOR FLAGSHIP CAR WASH & LUBE CENTER,30.0396917,-95.2529266,3.5,543,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM
"Superior Shine Car Wash , 28100 Harper Ave , St. Clair Shores , MI , 48081",42.500345,-82.8973165,Superior Shine Car Wash,42.500344999999996,-82.8973165,4.2,340,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 6:00 PM,8:00 AM – 5:00 PM
"Superior Texas Car Wash , 7920 Hwy 6 , Houston , TX , 77083",29.6927887,-95.6445282,Superior Texas Car Wash & Lube,29.692788699999994,-95.64452820000001,3.6,412,OPERATIONAL,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM
"Swift Car Wash , 26265 Carmel Rancho Blvd , Carmel-by-the-Sea , CA , 93923",36.5418005,-121.9044184,Swift Car Wash,36.5418005,-121.90441840000001,4.3,59,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM
"THOMAS CAR WASH , 218 Blueberry Ln , Nicholasville , KY , 40356",37.891331,-84.56775,Thomas Car Wash,37.891331,-84.56774999999999,4.2,212,OPERATIONAL,9:00 AM – 5:30 PM,9:00 AM – 5:30 PM,9:00 AM – 5:30 PM,9:00 AM – 5:30 PM,9:00 AM – 5:30 PM,9:00 AM – 5:30 PM,10:00 AM – 4:50 PM
"TLC Car Wash , 2925 Williamson Rd , Roanoke , VA , 24012",37.2981458,-79.9389733,TLC Car Wash Roanoke,37.2981458,-79.9389733,3.6,97,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 6:00 PM
"TLC Car Wash 2 , 1001 W Main St , Salem , VA , 24153",37.2907386,-80.0740891,"T.c. Squared, Inc.",37.290739599999995,-80.0740879,5,1,OPERATIONAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"TXAUS_Hwy290 , 13519 US-290 , Austin , TX , 78737",30.1985462,-97.993077,Zips Car Wash,30.1958152,-97.998868,4.5,826,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"TXGRA_Hwy377 , 3601 E US Hwy 377 , Granbury , TX , 76049",32.4530938,-97.7328629,Zips Car Wash,32.4530798,-97.732877,4.1,525,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,9:00 AM – 8:00 PM
"TXNEW_Walton , 23685 Walton Ave , New Caney , TX , 77357",30.1529637,-95.2186963,Zips Car Wash,30.152963699999997,-95.21869629999999,3.7,553,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Tampa , 6301 E Hillsborough Ave , Tampa , FL , 33610",27.9957334,-82.384518,Dirty Dog's Car Wash Tampa,27.9957212,-82.3845329,4.7,754,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,8:00 AM – 7:00 PM
"Taos , 1122 Paseo Del Pueblo Sur , Taos , NM , 87571",36.3816146,-105.5891681,Champion Xpress Carwash,36.381427699999996,-105.5892715,4.4,170,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM
"Texas Car Wash , 15 Texas Ave , Island Park , NY , 11558",40.6149994,-73.6435191,Texas Car Wash,40.614999399999995,-73.64351909999999,3.2,97,OPERATIONAL,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM
"Texas Pride Car Wash , 5430 FM 741 , Heartland , TX , 75126",32.6876443,-96.4566144,Texas Pride Car Wash,32.687644299999995,-96.45661439999999,4.8,297,OPERATIONAL,7:30 AM – 7:00 PM,7:30 AM – 7:00 PM,7:30 AM – 7:00 PM,7:30 AM – 7:00 PM,7:30 AM – 7:00 PM,7:30 AM – 7:00 PM,8:00 AM – 6:00 PM
"Texas Star Wash LLC , 810 E NASA Pkwy , Webster , TX , 77598",29.543594,-95.1085101,Texas Star Wash & Detail,29.543594000000002,-95.10851009999999,4.5,288,OPERATIONAL,9:00 AM – 6:00 PM,9:00 AM – 6:00 PM,9:00 AM – 6:00 PM,9:00 AM – 6:00 PM,9:00 AM – 6:00 PM,9:00 AM – 6:00 PM,Closed
"The Auto Spa @ Main Street , 2002 W Main St , Durant , OK , 74701",33.9970998,-96.3999484,Main Street Auto Spa,33.9970998,-96.3999484,4.2,209,OPERATIONAL,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM
"The Auto Spa @ University , 3212 University Blvd , Durant , OK , 74701",34.0053117,-96.4094184,The Auto Spa- University Park,34.0046555,-96.4070096,4.3,159,OPERATIONAL,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM
"The Good Wash , 2305 Plank Rd , Fredericksburg , VA , 22401",38.2970659,-77.4997266,The Goodwash Express Car Wash,38.2970659,-77.4997266,4.9,690,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,9:00 AM – 5:00 PM
"The Washery , 127 Airport Rd , Hazleton , PA , 18202",40.9914564,-75.986629,All Seasons Auto Wash,40.9914388,-75.9866857,4.3,191,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,9:00 AM – 4:00 PM
"Thoroughbred Ashland , 621 12th St , Ashland , KY , 41101",38.4776961,-82.6469666,Thoroughbred Express Auto Wash,38.477696099999996,-82.6469666,4.6,256,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 7:00 PM
"Thoroughbred Bardstown , 1332 E John Rowan Blvd , Bardstown , KY , 40004",37.825322,-85.4535733,Thoroughbred Express Auto Wash,37.825322,-85.4535733,4.4,164,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 5:00 PM
"Thoroughbred Bedford , 3160 John A Williams Blvd , Bedford , IN , 47421",38.86775,-86.512944,Thoroughbred Express Auto Wash,38.86775,-86.51294399999999,4.6,167,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,8:00 AM – 7:00 PM
"Thoroughbred Campbellsville , 862 W Broadway , Campbellsville , KY , 42718",37.338463,-85.356568,Thoroughbred Express Auto Wash,37.338463,-85.356568,4.9,162,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 7:00 PM
"Thoroughbred Charleston , 224 Kanawha Blvd E , Charleston , WV , 25301",38.3521846,-81.640826,Thoroughbred Express Auto Wash,38.3521846,-81.64082599999999,4.5,459,OPERATIONAL,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,9:00 AM – 5:00 PM
"Thoroughbred Crosslanes , 211 New Goff Mountain Rd , Charleston , WV , 25313",38.4112508,-81.7966494,Thoroughbred Express Auto Wash,38.411250599999995,-81.79664939999999,4.4,317,OPERATIONAL,7:00 AM – 7:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 5:00 PM
"Thoroughbred Danville , 925 Hustonville Rd , Danville , KY , 40422",37.6289123,-84.7752492,Thoroughbred Express Auto Wash,37.628912299999996,-84.77524919999999,4.6,240,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 7:00 PM
"Thoroughbred Glasgow , 707 W Main St , Glasgow , KY , 42141",36.9997286,-85.9211718,Thoroughbred Express Auto Wash,36.999728999999995,-85.9212233,4.8,526,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 7:00 PM
"Thoroughbred Hal-Greer , 3082 16th St , Huntington , WV , 25701",38.4004385,-82.4233794,CLARKS PUMP N SHOP,38.4049371,-82.42759509999999,4.3,12,OPERATIONAL,6:00 AM – 10:00 PM,6:00 AM – 10:00 PM,6:00 AM – 10:00 PM,6:00 AM – 10:00 PM,6:00 AM – 11:00 PM,6:00 AM – 11:00 PM,7:00 AM – 10:00 PM
"Thoroughbred Hurricane , 3111 Teays Valley Road , Hurricane , WV , 25526",38.4348488,-82.0135892,Thoroughbred Express Auto Wash,38.4348488,-82.0135892,4.5,367,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 7:00 PM
"Thoroughbred Lawrenceburg , 1026 Bypass N , Lawrenceburg , KY , 40342",38.036633,-84.9116039,Thoroughbred Express Auto Wash,38.036632999999995,-84.9116039,4.7,249,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 5:00 PM
"Thoroughbred Madison , 2601 Wilson Ave , Madison , IN , 47250",38.775206,-85.4066534,Thoroughbred Express Auto Wash,38.7752427,-85.40664029999999,4.8,84,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,8:00 AM – 7:00 PM
"Thoroughbred Maysville , 245 Wal-Mart Way , Maysville , KY , 41056",38.6235771,-83.7871551,Thoroughbred Express Auto Wash,38.6235771,-83.78715509999999,4.4,472,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 7:00 PM
"Thoroughbred North Vernon , 2410 IN-3 , North Vernon , IN , 47265",39.0201703,-85.6375455,Thoroughbred Express Auto Wash,39.0212548,-85.6396635,4.8,103,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,8:00 AM – 7:00 PM
"Thoroughbred Pendleton , 217 SW 23rd St , Pendleton , OR , 97801",45.6657544,-118.8091604,Thoroughbred Express Auto Wash,45.6657544,-118.8091604,4.5,97,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,9:00 AM – 6:00 PM
"Thoroughbred Russellville , 235 Sam Walton Dr , Russellville , KY , 42276",36.8440025,-86.9194453,Thoroughbred Express Auto Wash,36.844002499999995,-86.91944529999999,4.8,404,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 7:00 PM
"Thoroughbred Seymour , 1550 E Tipton St , Seymour , IN , 47274",38.9578933,-85.8645389,Thoroughbred Express Auto Wash,38.957893299999995,-85.8645389,4.4,248,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,8:00 AM – 7:00 PM
"Thoroughbred South Point , 45 Co Rd 120 , South Point , OH , 45680",38.4686596,-82.5510469,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Thoroughbred Teays , 3972 Teays Valley Road , Hurricane , WV , 25526",38.4485111,-81.9427941,Thoroughbred Express Auto Wash,38.4485111,-81.9427941,4.5,109,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 7:00 PM
"Toledo , 2521 W Alexis Rd , Toledo , OH , 43613",41.7204951,-83.6060271,Mach-1 Express Wash of Toledo,41.720451399999995,-83.6060634,4,66,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,9:00 AM – 7:00 PM
"Top Wash Clairmont , 3631 Clairmont Rd , Chamblee , GA , 30341",33.865804,-84.3089963,TOP Express Car Wash,33.865804,-84.30899629999999,4.4,131,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,10:00 AM – 8:00 PM
"Top Wash Peachtree , 5784 Peachtree Industrial Blvd , Atlanta , GA , 30341",33.9058824,-84.294574,TOP Express Car Wash,33.905882399999996,-84.294574,4.4,275,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,10:00 AM – 8:00 PM
"Total Package Cape Coral , 713 NE 13th Ave , Cape Coral , FL , 33909",26.6658701,-81.946849,Total Package Car Wash,26.665870100000003,-81.946849,4.7,352,OPERATIONAL,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,8:00 AM – 7:00 PM
"Total Package Lakeland , 2820 US Hwy 98 N , Lakeland , FL , 33805",28.0779857,-81.9634628,Total Package Car Wash,28.0779857,-81.9634628,4.6,1467,OPERATIONAL,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,8:00 AM – 7:00 PM
"Touch u0026 Go CW , 847 Brookway Blvd , Brookhaven , MS , 39601",31.5783449,-90.4635139,Touch & Go Car Wash,31.578220299999998,-90.46334829999999,4.2,117,OPERATIONAL,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,12:00 – 7:00 PM
"Town Center , 5064 Weebers Crossing Dr , Jacksonville , FL , 32246",30.254715,-81.537201,LUV Car Wash,30.253534699999996,-81.5376584,4.5,2211,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Town Center Auto Wash , 6380 Sashabaw Rd , Clarkston , MI , 48346",42.7322891,-83.3787575,Planet Oil Change & Car Wash Centers of Clarkston,42.732289,-83.3785151,4.6,638,OPERATIONAL,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,8:00 AM – 6:00 PM
"Trident Express Car Wash , 6530 GA-40 , St. Marys , GA , 31558",30.7766023,-81.6209952,Trident Express Carwash,30.7766023,-81.6209952,4.6,62,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM
"Trident Express Carwash , 6530 GA-40 , St. Marys , GA , 31558",30.7766023,-81.6209952,Trident Express Carwash,30.7766023,-81.6209952,4.6,62,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM
"Tropicana , 3650 E Tropicana Ave , Las Vegas , NV , 89121",36.1006235,-115.0956121,LUV Car Wash,36.1004776,-115.0956117,4.5,991,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Tru Car Wash , 4523 Nine Mile Rd , Richmond , VA , 23223",37.54178,-77.3722556,TRU Carwash,37.541779999999996,-77.3722556,4.3,132,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM
"TruShine #2 Abingdon , 25017 Western Loop , Abingdon , VA , 24211",36.7140617,-81.9306869,TruShine Car Wash II,36.714061699999995,-81.9306869,4.3,83,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,10:00 AM – 6:00 PM
"TruShine #3 Johnson City(Boones Creek) , 3033 Boones Creek Rd , Johnson City , TN , 37615",36.3855997,-82.4165509,TruShine Car Wash III,36.3855997,-82.41655089999999,4.2,164,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,10:00 AM – 6:00 PM
"TruShine Bristol , 203 Linden Square Dr , Bristol , VA , 24202",36.6289697,-82.1294425,TruShine Car Wash,36.62902,-82.1294446,4.3,192,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,10:00 AM – 6:00 PM
"True Clean , 29002 Crossroads Ln , Evergreen , CO , 80439",39.698715,-105.3289309,True Clean Car Wash & Detail,39.6984962,-105.3293515,4.6,148,OPERATIONAL,7:30 AM – 7:00 PM,7:30 AM – 7:00 PM,7:30 AM – 7:00 PM,7:30 AM – 7:00 PM,7:30 AM – 7:00 PM,7:30 AM – 7:00 PM,7:30 AM – 7:00 PM
"Trushine #4 Kingsport , 2227 Fort Henry Dr , Kingsport , TN , 37664",36.5267711,-82.5206191,TruShine Car Wash IV,36.5267711,-82.52061909999999,4.3,119,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,10:00 AM – 6:00 PM
"Trushine #5 Sevierville , 116 Allensville Rd , Sevierville , TN , 37876",35.8772279,-83.5701602,TruShine Car Wash V,35.8772279,-83.57016019999999,4.5,85,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,10:00 AM – 6:00 PM
"Trushine #6 Blountville , 1912 TN-394 , Blountville , TN , 37617",36.5238753,-82.318723,TruShine Car Wash VI,36.5238753,-82.31872299999999,4.4,52,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,10:00 AM – 6:00 PM
"Tsunami Gary , 3251 Grant St , Gary , IN , 46408",41.559307,-87.3552511,Tsunami Express Car Wash – Gary,41.559318,-87.355295,4.2,356,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Tsunami Grand Chute , 1911 W Wisconsin Ave , Grand Chute , WI , 54914",44.2725376,-88.4378348,Tsunami Express Car Wash - Appleton,44.2726936,-88.4369049,4.3,191,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Tsunami Greenfield , 5520 W Layton Ave , Greenfield , WI , 53220",42.9599475,-87.9840856,Tsunami Express Car Wash - Greenfield,42.9601097,-87.98500109999999,4.2,240,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Tsunami La Porte , 821 Pine Lake Ave , La Porte , IN , 46350",41.6282905,-86.7373076,Tsunami Express Car Wash – La Porte,41.6282905,-86.7373076,4,330,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Tsunami Menasha , 1335 Oneida St , Menasha , WI , 54952",44.2253226,-88.4042446,Tsunami Express Car Wash – Menasha,44.2263759,-88.403397,4.3,322,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Tsunami Mt Pleasant , 6315 Washington Ave , Mount Pleasant , WI , 53406",42.7184823,-87.8577311,Tsunami Express Car Wash – Mount Pleasant,42.7184823,-87.8577311,4.3,375,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Tsunami Oak Creek , 140 W Puetz Rd , Oak Creek , WI , 53154",42.8871274,-87.9138393,Tsunami Express Car Wash - Oak Creek,42.8871274,-87.91383929999999,4,234,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Tsunami Portage , 3105 Willowcreek Rd , Portage , IN , 46368",41.562444,-87.182288,Tsunami Express Car Wash – Portage,41.562444,-87.182288,4.1,521,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Tsunami Waukesha , 300 W Sunset Dr , Waukesha , WI , 53189",42.9886785,-88.2327873,Tsunami Express Car Wash – Waukesha,42.9886785,-88.2327873,4.4,135,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Turnpike Car Wash , 217 W Jericho Turnpike , Huntington Station , NY , 11746",40.8289002,-73.4178321,Turnpike Car Wash,40.8289002,-73.4178321,3.7,213,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 6:00 PM
"Twins Merritt Island , 2240 N Courtenay Pkwy , Merritt Island , FL , 32953",28.39651,-80.704089,Twins Car Wash - Merritt Island,28.39651,-80.70408900000001,4.4,246,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,10:00 AM – 6:00 PM
"U-DRIVE , 6451 W Charleston Blvd , Las Vegas , NV , 89146",36.1588072,-115.2361828,Terrible Herbst Self Serve Car Wash,36.1595455,-115.23441710000002,3.4,68,OPERATIONAL,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
"ULTIMATE CAR WASH , 1431 Cradduck Rd , Ada , OK , 74820",34.7600894,-96.662661,Jetts Car Wash,34.7594642,-96.6622924,4.4,62,OPERATIONAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ULTRA SHINE AUTO SPA , 21 SOUTH FEDERAL HWY , POMPANO BEACH , FL , 33062",26.2308857,-80.10311,Ultra Shine Auto Spa,26.230885699999998,-80.10311,3.9,322,OPERATIONAL,8:30 AM – 6:00 PM,8:30 AM – 6:00 PM,8:30 AM – 6:00 PM,8:30 AM – 6:00 PM,8:30 AM – 6:00 PM,8:30 AM – 6:00 PM,Closed
