full_site_address,Latitude,Longitude,new_latitude,new_longitude,carwash_name_in_image,manualClassification,classification,justification,
"ClearWater - Woodforest , 768 Fish Creek Thoroughfare , Montgomery , TX , 77316",30.2760842,-95.5691024,30.2757644,-95.5688919,ClearWater Express Wash - Store Support Center,,Corner,"The car wash, ClearWater Express Wash - Store Support Center, is located at the intersection of two main roads, Fish Creek Thoroughfare and Elk Trace Pkwy. These roads are visibly wide and show signs of being major roads with clear features like connectivity and lane separations. The lot is accessible directly from these roads, fulfilling the criteria for a Corner Lot classification.",
"Clearview Car Wash East Tawas , 1748 US-23 , East Tawas , MI , 48730",44.2909221,-83.4528286,44.2909221,-83.4528286,,,Inside,"The car wash appears to be located mid-block along the main road Huron Shores in East Tawas without direct proximity to a major intersection. While there are driveways or connections near the lot, they lead to other properties or parking areas rather than constituting intersections of major roads. Hence, it qualifies as an Inside Lot.",
"Clearview Car Wash Oscoda , 5232 N U.S. 23 , Oscoda , MI , 48750",44.432142,-83.3297029,44.432142,-83.3297029,Clearview Car Wash,,Corner,"The Clearview Car Wash is located at the intersection of Jerome Ave and F41/Blaine St as visible in the satellite images. It satisfies the criteria for a Corner Lot because there are two main roads, Jerome Ave and F41, forming a clearly visible corner near it. Additionally, there is road access on at least one side. The surrounding context, including multiple visible lane markings and traffic flow features, further supports the classification as a Corner Lot.",
"Clearview Car Wash Ripley , 135 S Ripley St , Alpena , MI , 49707",45.0606433,-83.4526433,45.0606217,-83.4524398,Ripley Car Wash,,Inside,"After analyzing the provided satellite images, it seems that Ripley Car Wash is located along S Ripley Street, but not at a corner where two main roads intersect. It is mid-block between other properties, and although it has access directly from S Ripley Street, no visible road intersection is adjacent to or forming a corner near the car wash lot. Hence, it is classified as an Inside Lot.",
"Clearview Car Wash State Street , 105 Mason St , Alpena , MI , 49707",45.0475512,-83.4484188,45.0475512,-83.4484188,State Street Auto Wash,,Corner,"The provided car wash location 'State Street Auto Wash' is clearly situated at the intersection of Mason Street and Huron Shores Heritage Route. The lot is adjacent to the corner where these two roads meet, satisfying the criteria for a Corner Lot. The roads appear to be major roads with visible lane markings and intersection structuring that supports accessibility. Therefore, the classification is Corner.",
"Cliff's Car Wash #2 , 3690 Riverdale Rd , Ogden , UT , 84405",41.1963292,-111.9745049,41.1963283,-111.9745361,Cliff's Car Wash Riverdale,,Corner,"The car wash 'Cliff's Car Wash Riverdale' is located at the intersection of Riverdale Rd and 37th St, which are both clearly marked and visible major roads. This forms a corner lot, as the lot is situated adjacent to where two roads meet. There are access points onto the lot directly from both roads, fulfilling the criteria for a Corner Lot.",
"Cliff's Car Wash , 3536 W 4800 S , Roy , UT , 84067",41.1768773,-112.0653939,41.1768357,-112.065336,Cliff's Car Wash Roy,,Corner,"The images show 'Cliff's Car Wash Roy' located adjacent to an intersection between two main roads, Midland Dr and S 3500 W. The lot exhibits accessibility from these roads, fulfilling the criteria for a Corner Lot. The roads are major in size and junction visibility, clearly indicating a corner placement.",
"Coastal Car Wash , 9123 Ocean Hwy , Pawleys Island , SC , 29585",33.4294467,-79.1482494,33.4294467,-79.1482494,Coastal Car Wash,,Corner,"The car wash named 'Coastal Car Wash' is situated at an intersection of two visible main roads, County Rd S-22-758 and State Road 17, as indicated by road labels in the zoomed-out images. Its lot is adjacent to the junction, forming a corner shape with visible access points from both roads. These roads are wide with mention of lane markings and turn lanes, confirming their significance as major roads. The lot's visibility at the corner of these roads supports the classification as a Corner Lot.",
"Coastline Express , 4447 Main St , Shallotte , NC , 28470",33.984025,-78.3666889,33.9841347,-78.366512,The RipTide Car Wash,,Corner,"Based on the analysis of the satellite images, 'The RipTide Car Wash' is located adjacent to an intersection involving 'Main Street' and 'Ridgeway SW'. The car wash has visible accessibility from 'Main Street', and this intersection forms a corner with the layout of the roads. The location fits the definition of a corner lot as per the criteria provided, considering the visible characteristics such as road proximity and intersection presence.",
"Colonial Express , 11021 Colonial Blvd , Fort Myers , FL , 33913",26.6163409,-81.773508,26.6173733,-81.7706689,Hurricane Express Wash,,Corner,"Hurricane Express Wash is located at the intersection of Colonial Blvd and Colonial City Dr, with direct access from these roads and forming a visible corner meeting the criteria for a corner lot.",
"Columbus , 3498 Victory Dr , Columbus , GA , 31903",32.4236872,-84.9480396,32.4237045,-84.9481122,Caliber Car Wash,,Corner,"The images show the 'Caliber Car Wash' lot as being adjacent to an intersection of Levy Rd and Bening Dr, forming a clear corner where two roads meet. The lot has visible access from at least one major road, confirming its classification as a Corner Lot according to the provided criteria.",
"Complete Auto Detail , 1516 W 5th St , Austin , TX , 78703",30.2738181,-97.7628712,30.2738181,-97.7628712,Complete Auto Detail & Car Wash,,Corner,"The car wash location 'Complete Auto Detail & Car Wash' is situated at the intersection of West 5th Street and Powell Street. These are visibly major roads, with markings indicative of traffic flow. The lot is adjacent to both roads forming a corner. It satisfies the criteria of a Corner Lot, being accessible from the road and located where two roads meet.",
"Conway - Old Morrilton Hwy , 1505 Old Morrilton Hwy , Conway , AR , 72032",35.1113002,-92.4448947,35.1112937,-92.4449421,Splash Car Wash & 10-Minute Oil Change,,Corner,"The car wash 'Splash Car Wash & 10-Minute Oil Change' is located at the intersection of Old Morrilton Hwy and Cherry Street, which are visible in the provided images. The location displays access from two roads, forming a corner situation with one major road (Old Morrilton Hwy) being significant for traffic. The roads visibly meet at a corner adjacent to the lot. This satisfies the criteria for a corner lot classification.",
"Cool Clean Car Wash , 1255 W Palmetto Park Rd , Boca Raton , FL , 33486",26.3514227,-80.1112943,26.3514227,-80.1112943,Cool Clean Carwash,,Corner,"The Cool Clean Carwash is located at the intersection of two major roads. Visible roadway markings and access points to two different streets, W Palmetto Park Rd and a secondary road NW 12th Ave, confirm that it meets the criteria for a Corner Lot. The property clearly occupies a corner with road access from two sides, and the intersection is discernible in the images provided.",
"Cool River Express Car Wash , 11287 FM 1464 Rd , Richmond , TX , 77407",29.6492029,-95.6788285,29.6492029,-95.6788285,Cool River Car Wash,,Corner,"The Cool River Car Wash is located adjacent to an intersection between two major roads, W Airport Blvd and another clearly labeled road. The lot is accessible directly from W Airport Blvd and is positioned at a visible corner formed by the intersection. This layout satisfies all the conditions of a Corner Lot according to the provided criteria.",
"Coors , 5401 Sevilla Ave NW , Albuquerque , NM , 87120",35.1411474,-106.6991857,35.1411633,-106.6990169,Champion Xpress Carwash,,Corner,"The Champion Xpress Carwash is located at the intersection of Costa Almeria Dr NW and Sevilla Ave NW. It is bounded by roads on multiple sides, forming a visible corner lot. The roads are identifiable as main roads with signage and reasonable width, confirming the corner lot classification.",
"Coral Springs Car Wash , 10610 Wiles Rd , Coral Springs , FL , 33076",26.2867203,-80.2679959,26.286663,-80.2679798,Classic Car Wash,,Corner,"The car wash 'Classic Car Wash' appears to be located at the corner of NW 121 Terrace and another road as seen in the images. It is adjacent to Wiles Rd which is a major road. The images show access points from NW 121 Terrace and the proximity of the intersection of NW 121 Terrace and Wiles Rd, which classify this location as a corner lot based on the described criteria for corners involving major roads.",
"Coralville , 800 2nd St , Coralville , IA , 52241",41.6716563,-91.5754899,41.6717273,-91.5762464,Champion Xpress Carwash,,Inside,"The provided images show that the 'Champion Xpress Carwash' is located along a main road (2nd Street, US Route 6) but not at an intersection or corner. Its location is surrounded by other properties and does not meet the Corner Lot criteria which require adjacency to intersecting roads forming a corner or connectivity to two major roads. The access appears limited to the main road it faces, defining it as an Inside Lot by the provided criteria.",
"Corinth , 2210 S Harper Rd , Corinth , MS , 38834",34.9120866,-88.5034177,34.9120145,-88.503317,Mach-1 Express Wash of Corinth,,Corner,"The car wash is located adjacent to S Harper Rd and close to Billingsley St, which forms an intersection. The visible arrangement of the lot shows access from both the main road and nearby areas, making it a corner lot per the guidelines described.",
"Costa Verde , 8505 Costa Verde Blvd , San Diego , CA , 92122",32.8670133,-117.2158789,32.8669913,-117.2159373,San Diego Car Care,,Corner,"The car wash is located at the intersection of Costa Verde Blvd and Nobel Dr, clearly visible in the images provided. These roads are main roads, discernable by their width, lane markings, and urban context. The car wash lot directly interfaces with the surrounding roads, satisfying the criteria for a corner lot.",
