full_site_address,Latitude,Longitude,new_latitude,new_longitude,carwash_name_in_image,classification,justification
"Five Star Boone , 1200 Blowing Rock Rd , Boone , NC , 28607",36.2034723,-81.6668446,36.2034702,-81.66681439999999,5 Star Express Car Wash,Corner,"At all zoom levels the red-circled car wash sits at a signalized intersection of two multi-lane arterials rather than buried mid-block. To its north is US-321 (a divided, multi-lane highway with turn lanes) and to its west is Boone Creek Road (a two‐lane arterial with left-turn pockets and a marked crosswalk). The lot directly abuts both of these main roads, has curb cuts facing each, and occupies the northeast corner of the junction – meeting the definition of a Corner Lot."
"Five Star Statesville , 117 Turnersburg Hwy , Statesville , NC , 28625",35.8085295,-80.8764773,35.8085295,-80.87647729999999,5 Star Express Car Wash,Inside,"Although the site sits alongside US-21 (a major multi-lane highway), none of the other streets bounding the red-circled lot qualify as a second ‘major’ road.  At all zoom levels you can see the southern edge of the property fronts Gaither Road, a two-lane local/service road feeding the I-40 ramps, and the west side is flanked by the interchange ramps and an industrial yard.  There is no intersection of two wide, major thoroughfares directly adjacent to the lot—only one main road (US-21)—so this is an Inside Lot."
"Fleming Island , 1725 Eagle Harbor Pkwy , Fleming Island , FL , 32003",30.1027697,-81.7048645,30.102800300000002,-81.7047195,LUV Car Wash,Corner,"The LUV Car Wash sits at the northeast quadrant of the signalized intersection between two major, multi-lane roads – US-17 (Black Creek Trail) on its west side and Bald Eagle Road on its south side. Both roadways display wide lanes, dedicated turn arrows, and traffic signals visible even at the broader zoom levels, confirming they are principal arterials. Because the lot fronts on and directly abuts these two main roads, it meets the criteria for a Corner Lot."
"Flex Wash , 1285 U.S. 31 N , Petoskey , MI , 49770",45.3896578,-84.9129299,45.389657799999995,-84.9129299,Flex Wash,Corner,"At all zoom levels the red-circled Flex Wash parcel sits directly at the junction of two public through roads – the multi-lane US-31 highway along its south edge and Kegomic Road along its east edge. US-31 shows multiple travel lanes, turn arrows, and highway shields, and Kegomic Road is a publicly maintained two-lane connector, not merely a private drive or alley. Because two distinct roadways meet at this lot’s boundary and form a visible corner, this site meets the criteria for a Corner Lot."
"Florence , 2339 David H McLeod Blvd , Florence , SC , 29501",34.1874969,-79.8197635,34.1892655,-79.8240386,Caliber Car Wash,Inside,"Although the lot sits at a junction of two paved drives, only one of them (N Beltline Drive) is a true major arterial. The other road (Trade Court) is a low-speed service loop for the adjacent retail center rather than a primary multi-lane thoroughfare. Because the car wash only fronts one significant road and is not at the corner of two main roads, it meets the definition of an Inside Lot."
"FoamWorks Brunswick , 5200 Altama Ave , Brunswick , GA , 31525",31.2061049,-81.4822407,31.2061049,-81.48224069999999,FoamWorks Auto Spa of Brunswick,Corner,"The car wash sits directly on the southeast quadrant of the signalized intersection of Altama Avenue (a multi-lane arterial) and Buckingham Place (a clearly defined two-lane commercial access road with turn lanes and crosswalks). The lot has curb cuts and frontage on both of these wide roads, meeting the criteria for a Corner Lot."
"FoamWorks Cordele , 1305 16th Ave E , Cordele , GA , 31015",31.9624515,-83.7617001,31.9626493,-83.7619625,FoamWorks Auto Spa of Cordele,Inside,"Across all three zoom levels the red-circled car wash only fronts one major public roadway (16th Ave E) on its south side. The drives on the other three sides are internal service lanes and parking-lot access for the adjacent Walmart/Murphy campus, not true public thoroughfares. There is no intersection of two wide, named streets directly at the lot corner, so it does not meet the Corner Lot criteria and is classified as an Inside Lot."
"FoamWorks Hartley Bridge , 4701 Hartley Bridge Rd , Macon , GA , 31216",32.744358,-83.725563,32.744358,-83.725563,FoamWorks Auto Spa of Hartley Bridge Macon,Corner,"The car wash is positioned directly at the junction of two major roads – Hartley Bridge Road (a multi-lane arterial) and S Trolley Drive. In all zoom levels you can see the lot has frontage on both of these wide, clearly marked roads, forming a true corner intersection. There are turn arrows, multiple lanes, and cross-traffic access on both sides of the red-circled parcel, which meets the definition of a Corner Lot."
"FoamWorks Lithia Springs , 369 Westfork Ct , Lithia Springs , GA , 30122",33.7942326,-84.633738,33.7942326,-84.633738,FoamWorks Auto Spa of Lithia Springs,Corner,"The red-circled car wash sits directly at the junction of two clearly major roads: Thornton Road (a multi-lane highway with turn arrows and wide lanes) to the south and Westfork Boulevard (an arterial) to the east. You can see curb cuts and driveways on both roads, as well as intersection markings and turn lanes adjacent to the lot. These features confirm it occupies a true corner position rather than a mid-block or inside lot."
"FoamWorks Riverside , 4780 Riverside Dr. , Macon , GA , 31201",32.9217734,-83.7107966,32.9217734,-83.7107966,FoamWorks Auto Spa of Riverside,Inside,"At all zoom levels the FoamWorks lot has frontage only on US-23/Riverside Drive. The opposite edge of the property borders a narrow private service drive leading to adjacent offices, not a public multi-lane street. There is no second major road intersection immediately adjacent to the circled lot – the nearby I-75 ramps lie below the lot but do not form a direct corner with US-23 where the car wash sits. Since it does not occupy the junction of two public main roads, it is classified as an Inside Lot."
"FoamWorks Thomaston , 5551 Thomaston Rd. , Macon , GA , 31220",32.8344408,-83.742574,32.834440799999996,-83.74257399999999,FoamWorks Auto Spa of Thomaston Rd Macon,Inside,"The car wash sits mid-block along Thomaston Road without a second major street intersection at the red-circled lot. On its west and east sides it only abuts internal service drives and parking aisles for adjacent businesses (Publix and Mingledorff’s), not wide through-streets. Only its south frontage faces the single main road, Thomaston Road, so it does not meet the corner-lot requirement of two intersecting major roads."
"FoamWorks Vidalia , 203 Rigsbee Dr , Vidalia , GA , 30474",32.2110446,-82.3949092,32.2110446,-82.3949092,FoamWorks Auto Spa of Vidalia,Inside,"Although the FoamWorks Auto Spa property sits on US-280 (a multi-lane state highway), the perpendicular street (Rigsbee Drive) is a narrow two-lane local road, lacking multiple through lanes, turn arrows, crosswalks or any highway designation. No second major thoroughfare bounds the red-circled lot. Because it only fronts one significant roadway (US-280) and is otherwise surrounded by smaller service drives and local streets, it does not meet the requirement of having two major roads at its corner, and therefore is classified as an Inside Lot."
"Forest City , 157 Plaza Dr , Forest City , NC , 28043",35.3341532,-81.8970099,35.3342781,-81.8970947,Mach-1 Express Wash Forest City,Inside,"Across all zoom levels the red-circled car wash is tucked into the interior of a larger retail parking field, with only one frontage on a named thoroughfare (Plaza Drive). The opposite sides of the lot abut internal drives and mall parking aisles rather than a second major road. There is no true intersection of two wide, public roads directly at the car wash site, so it does not meet the criteria for a Corner Lot."
"Fort Smith - Highway 71 , 12114 US-71 , Fort Smith , AR , 72916",35.2690562,-94.3700276,35.269030799999996,-94.3699908,Splash Car Wash,Inside,"At all zoom levels the car wash only fronts a single multi-lane road (U.S. Hwy 71). The road on the opposite side (Old Hwy 71 S) is a narrow two-lane former alignment/service drive, not a major arterial. There is no corner intersection of two wide, multi-lane roads adjacent to the red-circled lot; the lot lies mid-block between minor cross streets and therefore meets the definition of an Inside Lot."
"Fort Smith - Massard Rd , 5800 Massard Rd , Fort Smith , AR , 72903",35.3260818,-94.3415391,35.3257486,-94.3419279,Splash Car Wash,Inside,"At all zoom levels the red-circled car wash only fronts a single major road (Massard Road). It sits mid-block between the Zero Street intersection to the south and the small residential Canopy Oaks Drive intersection to the north, rather than directly at either corner. The other lot boundaries abut a rail embankment and open land, not a second wide public roadway. Therefore, it does not occupy two intersecting main roads and is correctly classified as an inside lot."
