original_name_address,original_latitude,original_longitude,found_car_wash_name,distance_miles,google_rating,google_user_rating_count,found_in_competitor_list,keyword_classification,keyword_classification_explanation,place_images_count,satellite_image_filename,image_classification,image_classification_justification,is_competitor
"DONu0027S EXPRESS CARWASH , 200 Waldon Rd , Harlan , KY , 40831",36.8192661,-83.3184822,Harlan self service carwash,0.662876024432584,5,1,False,Not a Competitor,"The business name contains ""self service,"" indicating it is not a direct competitor.",,,,,False
"Dallas Kwik-Mart , 2384 Memorial Highway , Dallas , PA , 18612",41.3313887,-75.9536603,Car Wash,0.0182362722056448,,,False,Can't say,The input 'Car Wash' is too generic and does not contain specific keywords to classify it as a competitor or not a competitor.,,ChIJFcubwfgWxYkRxITueejcTLs.jpg,Not a Competitor,"The image shows a car wash location but lacks clear indicators of an express tunnel system. There is no visible long, narrow tunnel structure with entry and exit arches, automated cleaning equipment, or a conveyorized wash system. Additionally, the presence of other buildings nearby suggests it might not be optimized for express tunnel operations.",False
"Dallas Kwik-Mart , 2384 Memorial Highway , Dallas , PA , 18612",41.3313887,-75.9536603,Sunoco Car Wash,0.253025026607277,3.9,10,False,Can't say,"The input 'Sunoco Car Wash' is generic and does not contain specific keywords like 'Express', 'Hand Wash', or 'Self Serve' to determine its classification.",,ChIJr_EtyYwXxYkR1tFsLdnnBGw.jpg,Not a Competitor,"The provided image shows a small building labeled 'Sunoco Car Wash,' but there are no visible signs of a long narrow tunnel structure that meets the criteria for an express tunnel car wash. The structure does not appear to have entry and exit arches or doors, nor is there visible automated equipment or a conveyor system for car alignment. Additionally, no signs of a drive-through experience or associated branding indicating an express tunnel were observed. Features necessary for an express tunnel classification, such as automated cleaning equipment and a sufficiently long tunnel, are missing.",False
"Dallas Kwik-Mart , 2384 Memorial Highway , Dallas , PA , 18612",41.3313887,-75.9536603,Dallas Car Wash,0.899946649923936,2.6,67,False,Can't say,"The business name ""Dallas Car Wash"" is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.",10,ChIJ1Xxdcl4WxYkRm_CfztJ-0LQ.jpg,Competitor,"The car wash location prominently displays a tunnel structure with entry and exit arches, indicating a straight-line tunnel system. The images show multiple automated cleaning equipment inside the tunnel, such as brushes and overhead sprayers. Vehicles are seen entering the tunnel one by one on a conveyor system, and customers stay inside their vehicles during the wash process, confirming it is an express exterior wash. Branding and signage, including 'Dallas Car Wash,' supports the presence of tunnel wash services. Vacuum stations are visible outside, enhancing the self-service aspect, typical of express tunnels. This matches the criteria for classification as a 'Competitor.'",True
"Damon , 2930 Damon Ave , San Diego , CA , 92109",32.8089381,-117.2184869,Mossy Express Wash,0.331071222672913,4.5,83,False,Competitor,"The business is classified as a Competitor because it contains the keyword ""Express"".",,,,,True
"Damon , 2930 Damon Ave , San Diego , CA , 92109",32.8089381,-117.2184869,Shell,0.97654457621358,4.1,174,False,Can't say,"The input ""Shell"" is generic and does not contain specific keywords to classify it as a competitor or not a competitor.",10,ChIJa0X-h8gB3IARgTHSCyH88d8.jpg,Competitor,"The provided images show a clear tunnel structure with a covered entry labeled with clearance information, which is indicative of an express tunnel car wash. The tunnel appears automated with conveyor tracks and equipment visible inside, suitable for external car washing. The long shape of the tunnel matches the typical length required (more than 34 feet). Additionally, signage and general car wash facilities align with express tunnel systems. No manual cleaning inside the tunnel or full-service indications were observed, further strengthening the classification as a competitor.",True
"Daybreak Market , 19701 Cochran Blvd , Port Charlotte , FL , 33948",27.0167144,-82.1334659,ModWash,0.106141558371162,4.9,2036,True,,,,,,,True
"Daybreak Market , 19701 Cochran Blvd , Port Charlotte , FL , 33948",27.0167144,-82.1334659,Dirty Dave's Car Wash,0.345716814221318,4,167,False,Can't say,"The input ""Dirty Dave's Car Wash"" is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.",10,ChIJqTkOdXyr3IgRqv0mWWPWWOo.jpg,Not a Competitor,"The images depict a self-service car wash station with several bays where cars can be washed manually or using semi-automated equipment. There is no evidence of a long tunnel structure with entry and exit arches or a conveyor system for an automated express wash experience. Additionally, interior cleaning is visible, and customers need to actively participate in the washing process. Therefore, this location does not qualify as an express tunnel car wash competitor.",False
"Daybreak Market , 19701 Cochran Blvd , Port Charlotte , FL , 33948",27.0167144,-82.1334659,Tommy's Express® Car Wash,0.576069784563233,4.4,439,True,,,,,,,True
"Daybreak Market , 19701 Cochran Blvd , Port Charlotte , FL , 33948",27.0167144,-82.1334659,Circle K | Car Wash,0.670385133394643,4.3,3,False,Can't say,"The term ""Car Wash"" is too generic and doesn't contain specific keywords to classify it as a Competitor or Not a Competitor.",1,ChIJ7aPuHa-r3IgRhCvojysa1tA.jpg,Competitor,"The images show a tunnel-like structure with an entry/exit clearly visible. The tunnel has automated washing equipment inside and is designed for cars to drive through for exterior cleaning. There is no indication of manual cleaning during the wash phase, and customers likely remain in their vehicle during the wash. The branding prominently states 'CAR WASH,' supporting an express tunnel setup.",True
"Daybreak Market , 19701 Cochran Blvd , Port Charlotte , FL , 33948",27.0167144,-82.1334659,Circle K,0.671510623385168,2.9,40,False,Can't say,"The input ""Circle K"" is a generic name and does not contain any of the specified keywords for classification as a Competitor or Not a Competitor.",10,ChIJI_mdW9Gr3IgRTI0FCFVqA5Q.jpg,Not a Competitor,"The images provided focus on the branding and retail features of Circle K, including convenience store items such as food, drinks, and mobile apps. There are no visible features of a car wash, let alone an express tunnel system. Specifically, there is no evidence of a tunnel structure, conveyor system, signage indicating an express tunnel car wash, or any associated cleaning equipment. Thus, Circle K cannot be classified as an Express Tunnel Car Wash competitor based on the provided images.",False
"Del Mar Highlands , 12889 El Camino Real , San Diego , CA , 92130",32.9518773,-117.2335892,Shell,0.443844421695167,2.9,50,False,Can't say,"The input ""Shell"" is too generic and does not contain any of the specified keywords to classify it as a Competitor or Not a Competitor.",10,ChIJ7QleJ58I3IAR2pJZLkcEAB8.jpg,Competitor,"The images show a tunnel structure with both entry and exit signs, indicating a car wash system through which vehicles pass straight. The tunnel appears to have automated cleaning systems as observed from visible equipment like brushes and overhead sprayers. There is no evidence of manual cleaning taking place inside the tunnel. The location adheres to the express model characteristics mentioned in the criteria, including the branding and signage featuring 'Express Wash'. Overall, it meets the requirements for classification as a competitor.",True
"Del Mar Highlands , 12889 El Camino Real , San Diego , CA , 92130",32.9518773,-117.2335892,H2O Heroes - Del Mar,0.716066999842518,5,26,False,Can't say,"The business name ""H2O Heroes - Del Mar"" does not contain any specific keywords to classify it as a Competitor or Not a Competitor.",10,ChIJlf2GXI6OfQMRehaall2tJO4.jpg,Not a Competitor,"The provided images lack any evidence of an express car wash with a tunnel structure. There is no visible entrance or exit arches, no automated cleaning equipment such as rollers, brushes, or sprayers, and no conveyor system is visible. Most pictures represent individual cars in parking or residential areas, and in some cases, mobile services are evident. Additionally, interior cleaning and manual washing processes are depicted, which is inconsistent with the automated express tunnel model. Without the presence of a clearly identifiable tunnel, it cannot be classified as a competitor.",False
"Del Mar Highlands , 12889 El Camino Real , San Diego , CA , 92130",32.9518773,-117.2335892,H2O Heroes,0.778570848188841,,,False,Can't say,"The input ""H2O Heroes"" is generic and does not contain any specific keywords for classification as a 'Competitor' or 'Not a Competitor'.",,ChIJNRNE0AUJ3IAR_7dXSVBNdkc.jpg,Not a Competitor,"The provided image shows a residential area with no visible signs of a tunnel structure, car wash signage, automated equipment, or any express car wash facilities. It appears to be a residential location named H2O Heroes, likely offering house-based or mobile services rather than a dedicated express tunnel car wash setup.",False
"Delta , 1201 Valley View Dr , Delta , CO , 81416",38.751272,-108.055851,Mocady Car Wash,0.636209249265761,3.9,113,False,Can't say,"The input ""Mocady Car Wash"" is a generic name and does not contain specific keywords to classify it as a competitor or not a competitor.",8,ChIJgb6E1z5NR4cRiba8-QOf4i0.jpg,Not a Competitor,"The car wash has visible structures labeled 'Enter' and 'Exit,' but it appears to only feature manual or self-serve washing bays rather than a fully automated express tunnel system. There are no visible conveyor tracks, rollers, or automated brushes inside the tunnel. Cleaning seems to be performed manually, and the structure is open-roofed without extensive automated equipment. Additionally, it does not meet the necessary automated express tunnel requirements, such as a minimum length of 34 feet filled with automated cleaning machinery.",False
"Delta , 1201 Valley View Dr , Delta , CO , 81416",38.751272,-108.055851,Mach 1 Car Wash,0.772290029116767,4.5,56,False,Can't say,"The name ""Mach 1 Car Wash"" is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor based on the provided criteria.",10,ChIJ0XQrk-hNR4cRX3ezg3Ad6GY.jpg,Not a Competitor,"The images show a car wash facility labeled 'Mach 1 Car Wash,' featuring multiple independent bays with 'Touch Free' and 'Soft Touch' options indicated by signs. These bays are not built with a long conveyorized tunnel structure required for express tunnel car washes. Each wash seems to focus on individual cars, and no evidence of a conveyor system, continuous vehicle alignment, or multiple cars being washed simultaneously was visible. Additionally, the bays appear to be short and clearly designed for vehicles to park for a wash rather than a drive-through automated tunnel experience.",False
